Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
6677,Tioga Co SB Dental Mobile Van,,School Based Diagnostic and Treatment Center Extension Clinic,11/19/2003,1062 Route 38,,Owego,New York,13827,6077684622,,,53,Tioga,3,Central New York Regional Office,Tioga County Health Department,974,5324200R,County of Tioga,231 Main Street,,Owego,New York,13827,,,,,New York,,County,42.141457,-76.264252,"(42.141457, -76.264252)"
9243,UHS Medical Group Orthopedics,HOSP-EC,Hospital Extension Clinic,8/5/2011,33 Mitchell Avenue,,Binghamton,New York,13903,6077712220,6077712225,,3,Broome,3,Central New York Regional Office,United Health Services Hospitals Inc. - Binghamton General Hospital,42,0303001H,United Health Services Hospitals Inc,Po Box 54o,,Johnson City,New York,13790,,,,,New York,,Not for Profit Corporation,42.08654,-75.914001,"(42.08654, -75.914001)"
3580,Lourdes Vestal,HOSP-EC,Hospital Extension Clinic,3/27/1992,3101 Shippers Road,,Vestal,New York,13850,6077721274,6077721642,,3,Broome,3,Central New York Regional Office,Our Lady of Lourdes Memorial Hospital Inc,43,0301001H,Our Lady of Lourdes Memorial Hospital Inc,169 Riverside Drive,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.10326,-75.998024,"(42.10326, -75.998024)"
7863,Lourdes at Home,CHHA,Certified Home Health Agency,7/22/1999,4102 Old Vestal Road,,Vestal,New York,13850,6077721598,6077710669,,3,Broome,3,Central New York Regional Office,,,301603,Our Lady of Lourdes Memorial Hospital Inc,169 Riverside Drive,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.097095,-75.975243,"(42.097095, -75.975243)"
7812,Lourdes Family Health,HOSP-EC,Hospital Extension Clinic,6/1/1999,17 Chenango Bridge Rd,,Binghamton,New York,13901,6077722995,,,3,Broome,3,Central New York Regional Office,Our Lady of Lourdes Memorial Hospital Inc,43,0301001H,Our Lady of Lourdes Memorial Hospital Inc,169 Riverside Drive,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.168383,-75.886196,"(42.168383, -75.886196)"
875,Steuben Center for Rehabilitation and Healthcare,NH,Residential Health Care Facility - SNF,1/1/1901,7009 Rumsey Street Extension,,Bath,New York,14810,6077767651,6076641020,,50,Steuben,2,Western Regional Office - Rochester,,,5022302N,Steuben Operations Associates LLC,4770 White Plains Road,,Bronx,New York,10470,,,,,New York,,LLC,42.349094,-77.29557,"(42.349094, -77.29557)"
873,Ira Davenport Memorial Hospital Inc,HOSP,Hospital,1/1/1901,7571 State Route 54,,Bath,New York,14810,6077768500,,,50,Steuben,2,Western Regional Office - Rochester,,,5022000H,Ira Davenport Memorial Hospital Inc,Po Box 350 Route 54,,Bath,New York,14810,Arnot Ogden Medical Center,600 Roe Avenue,,Elmira,New York,14901,Not for Profit Corporation,42.372952,-77.278656,"(42.372952, -77.278656)"
4156,Ira Davenport Memorial Hospital SNF/HRF,NH,Residential Health Care Facility - SNF,10/2/1989,7571 State Route 54,,Bath,New York,14810,6077768500,,,50,Steuben,2,Western Regional Office - Rochester,,,5022301N,Ira Davenport Memorial Hospital Inc,Po Box 350 Route 54,,Bath,New York,14810,Arnot Ogden Medical Center,600 Roe Avenue,,Elmira,New York,14901,Not for Profit Corporation,42.372952,-77.278656,"(42.372952, -77.278656)"
45,Broome County Health Dept,DTC,Diagnostic and Treatment Center,9/27/1979,225 Front St,,Binghamton,New York,13905,6077782802,,,3,Broome,3,Central New York Regional Office,,,0301201R,Broome County Health Department,Government Plaza - Po Box 1766,,Binghamton,New York,13902,,,,,New York,,County,42.105343,-75.915642,"(42.105343, -75.915642)"
6898,Broome County Mobile Dental Program,,School Based Diagnostic and Treatment Center Extension Clinic,4/10/2006,225 Front Street,,Binghamton,New York,13905,6077782889,,,3,Broome,3,Central New York Regional Office,Broome County Health Dept,45,0301201R,Broome County Health Department,Government Plaza - Po Box 1766,,Binghamton,New York,13902,,,,,New York,,County,42.105343,-75.915642,"(42.105343, -75.915642)"
10291,Southern Tier Women's Health Services,DTC,Diagnostic and Treatment Center,6/14/2019,149 Vestal Parkway West,,Vestal,New York,13850,6077853429,,,3,Broome,3,Central New York Regional Office,,,0364202R,"Southern Tier Women's Health Services, LLC",149 Vestal Parkway West,,Vestal,New York,13851,,,,,New York,,LLC,,,
59,Ideal Senior Living Center,NH,Residential Health Care Facility - SNF,7/30/1990,601 High Avenue,,Endicott,New York,13760,6077867308,,,3,Broome,3,Central New York Regional Office,,,0302302N,Ideal Senior Living Center Inc,601 High Avenue,,Endicott,New York,13760,,,,,New York,,Not for Profit Corporation,42.091839,-76.067696,"(42.091839, -76.067696)"
9410,Corning Hospital Same Day Surgery Center,HOSP-EC,Hospital Extension Clinic,1/1/2013,31 Arnot Road,"2nd floor, Suite B",Horseheads,New York,14845,6077955199,6077955198,,7,Chemung,2,Western Regional Office - Rochester,Corning Hospital,866,5001000H,Corning Hospital Inc,South Wilbur Ave,,"Sayre, Pa",New York,18840,The Guthrie Clinic,1 Guthrie Square,,Sayre,New York,18840,Not for Profit Corporation,42.161896,-76.874283,"(42.161896, -76.874283)"
6944,"Vestal Healthcare, LLC",DTC-EC,Diagnostic and Treatment Center Extension Clinic,3/8/2007,116 North Jensen Road,,Vestal,New York,13850,6077981916,,,3,Broome,3,Central New York Regional Office,Freedom Center of Buffalo,9708,0364201R,"Vestal Healthcare, LLC",116 North Jensen Road,,Vestal,New York,13850,,,,,New York,,LLC,42.097763,-75.995758,"(42.097763, -75.995758)"
9003,Sleep Disorders Lab at Lourdes Hospital,HOSP-EC,Hospital Extension Clinic,11/27/2007,116 North Jensen Road,,Vestal,New York,13850,6077985081,,,3,Broome,3,Central New York Regional Office,Our Lady of Lourdes Memorial Hospital Inc,43,0301001H,Our Lady of Lourdes Memorial Hospital Inc,169 Riverside Drive,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.097763,-75.995758,"(42.097763, -75.995758)"
43,Our Lady of Lourdes Memorial Hospital Inc,HOSP,Hospital,1/1/1901,169 Riverside Drive,,Binghamton,New York,13905,6077985111,,,3,Broome,3,Central New York Regional Office,,,0301001H,Our Lady of Lourdes Memorial Hospital Inc,169 Riverside Drive,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.092606,-75.935646,"(42.092606, -75.935646)"
4645,Lourdes Center for Family Health,HOSP-EC,Hospital Extension Clinic,10/9/1992,303/305 Main Street,,Binghamton,New York,13905,6077985328,,,3,Broome,3,Central New York Regional Office,Our Lady of Lourdes Memorial Hospital Inc,43,0301001H,Our Lady of Lourdes Memorial Hospital Inc,169 Riverside Drive,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.109341,-75.941437,"(42.109341, -75.941437)"
9140,Lourdes Primary Medical Care at Whitney Point,HOSP-EC,Hospital Extension Clinic,9/5/2006,2660-2664 Main Street,,Whitney Point,New York,13862,6077985328,6077987681,,3,Broome,3,Central New York Regional Office,Our Lady of Lourdes Memorial Hospital Inc,43,0301001H,Our Lady of Lourdes Memorial Hospital Inc,169 Riverside Drive,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.329063,-75.96769,"(42.329063, -75.96769)"
204,Hospice at Lourdes,HSPC,Hospice,6/1/1985,4102 Old Vestal Road,,Vestal,New York,13850,6077985692,,,3,Broome,3,Central New York Regional Office,,,0301501F,Our Lady of Lourdes Memorial Hospital Inc,169 Riverside Drive,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.097095,-75.975243,"(42.097095, -75.975243)"
5508,Lourdes Primary Care,HOSP-EC,Hospital Extension Clinic,9/7/1994,161 Riverside Drive,,Binghamton,New York,13905,6077986700,,,3,Broome,3,Central New York Regional Office,Our Lady of Lourdes Memorial Hospital Inc,43,0301001H,Our Lady of Lourdes Memorial Hospital Inc,169 Riverside Drive,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.092396,-75.934525,"(42.092396, -75.934525)"
3242,James G. Johnston Memorial Nursing Home,NH,Residential Health Care Facility - SNF,10/1/1984,286 Deyo Hill Road,,Johnson City,New York,13790,6077987818,,,3,Broome,3,Central New York Regional Office,,,0303306N,UMH JGJ Corp.,285 Deyo Hill Road,,Johnson City,New York,13790,,,,,New York,,Not for Profit Corporation,42.145068,-75.955707,"(42.145068, -75.955707)"
133,NYS Veterans Home,NH,Residential Health Care Facility - SNF,1/1/1901,4211 State Highway 220,,Oxford,New York,13830,6078433100,,,8,Chenango,3,Central New York Regional Office,,,0825301N,New York State Department of Health,Empire State Plaza,Corning Tower  Room 1683,Albany,New York,12237,,,,,New York,,State,42.450512,-75.605316,"(42.450512, -75.605316)"
126,ChaseHealth Rehab and Residential Care,NH,Residential Health Care Facility - SNF,1/1/1901,"One Terrace Heights, P.O. Box 250",,New Berlin,New York,13411,6078477000,,,8,Chenango,3,Central New York Regional Office,,,0823300N,Chase Memorial Nursing Home Company Inc,1 Terrace Heights,,New Berlin,New York,13411,,,,,New York,,Not for Profit Corporation,42.6329,-75.316498,"(42.6329, -75.316498)"
4895,New Berlin Extension Clinic,HOSP-EC,Hospital Extension Clinic,5/27/1994,4 Terrace Heights,,New Berlin,New York,13411,6078479970,,,8,Chenango,3,Central New York Regional Office,Aurelia Osborn Fox Memorial Hospital,739,3801000H,Aurelia Osborn Fox Memorial Hospital Society Inc,One Norton Avenue,,Oneonta,New York,13820,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.6329,-75.316498,"(42.6329, -75.316498)"
174,Delaware Valley Hospital Inc,,Primary Care Hospital - Critical Access Hospital,2/17/2005,1 Titus Place,,Walton,New York,13856,6078652100,,,12,Delaware,4,Capital District Regional Office,,,1229700C,Delaware Valley Hospital Inc,1 Titus Place,,Walton,New York,13856,,,,,New York,,Not for Profit Corporation,42.165611,-75.12812,"(42.165611, -75.12812)"
4101,Bassett Healthcare Walton,HOSP-EC,Hospital Extension Clinic,7/6/1988,130 North Street,,Walton,New York,13856,6078656543,,,38,Otsego,4,Capital District Regional Office,Mary Imogene Bassett Hospital,746,3824000H,Mary Imogene Bassett Hospital Inc,Atwell Road,,Cooperstown,New York,13326,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.175606,-75.12513,"(42.175606, -75.12513)"
6168,"Family Planning of South Central New York, Inc. at Walton",DTC-EC,Diagnostic and Treatment Center Extension Clinic,4/4/2002,130 North St,,Walton,New York,13856,6078656579,,,12,Delaware,4,Capital District Regional Office,"Family Planning of South Central New York, Inc.",742,3801202R,"Family Planning of South Central New York, Inc.",37 Dietz Street,,Oneonta,New York,13820,,,,,New York,,Not for Profit Corporation,42.175606,-75.12513,"(42.175606, -75.12513)"
2550,Groton Community Health Care Center Residential Care Facility,NH,Residential Health Care Facility - SNF,11/10/1982,120 Sykes Street,,Groton,New York,13073,6078985876,,,54,Tompkins,3,Central New York Regional Office,,,5401305N,Groton Community Health Care Center Inc,100 Sykes Street,,Groton,New York,13073,,,,,New York,,Not for Profit Corporation,42.585533,-76.370605,"(42.585533, -76.370605)"
1658,"Absolut Center for Nursing and Rehabilitation at Three Rivers, LLC",NH,Residential Health Care Facility - SNF,2/1/1989,101 Creekside Drive,,Painted Post,New York,14870,6079364108,,,50,Steuben,2,Western Regional Office - Rochester,,,5026301N,"Absolut Center for Nursing and Rehabilitation at Three Rivers, LLC",101 Creekside Drive,,Painted Post,New York,14870,,,,,New York,,LLC,42.14476,-77.121475,"(42.14476, -77.121475)"
866,Corning Hospital,HOSP,Hospital,1/1/1901,1 Guthrie Drive,,Corning,New York,14830,6079377200,,,50,Steuben,2,Western Regional Office - Rochester,,,5001000H,Corning Hospital Inc,South Wilbur Ave,,"Sayre, Pa",New York,18840,The Guthrie Clinic,1 Guthrie Square,,Sayre,New York,18840,Not for Profit Corporation,42.141293,-77.047562,"(42.141293, -77.047562)"
6338,Healthworks Wellness & Fitness Center,HOSP-EC,Hospital Extension Clinic,11/20/2001,9768 Lynn Morse Dr,,Painted Post,New York,14870,6079377200,,,50,Steuben,2,Western Regional Office - Rochester,Corning Hospital,866,5001000H,Corning Hospital Inc,South Wilbur Ave,,"Sayre, Pa",New York,18840,The Guthrie Clinic,1 Guthrie Square,,Sayre,New York,18840,Not for Profit Corporation,42.166599,-77.111038,"(42.166599, -77.111038)"
4945,Kindred at Home,CHHA,Certified Home Health Agency,4/11/1994,"11849 East Corning Road, Suite 108",,Corning,New York,14830,6079620102,6079620140,,50,Steuben,2,Western Regional Office - Rochester,,,752601,QC-Medi New York Inc,865 Merrick Avenue,3rd Floor,Westbury,New York,11590-6694,,,,,New York,,Business Corporation,42.123384,-76.994901,"(42.123384, -76.994901)"
3608,CareFirst / Southern Tier Hospice and Palliative Care / Southern Tier Hospice,HSPC,Hospice,6/6/1986,3805 Meads Creek Road,,Painted Post,New York,14870,6079623100,6079624300,,50,Steuben,2,Western Regional Office - Rochester,,,0721501F,"CareFirst NY, Inc",3805 Meads Creek Road,,Painted Post,New York,14870,,,,,New York,,Not for Profit Corporation,42.184658,-77.14283,"(42.184658, -77.14283)"
2803,Planned Parenthood Southern Finger Lakes at Corning,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/1/2004,35 West William Street,,Corning,New York,14830,6079624686,,,50,Steuben,2,Western Regional Office - Rochester,"Planned Parenthood of the Southern Finger Lakes, Inc.",981,5401205R,Planned Parenthood of the Southern Finger Lakes Inc.,314 West State Street,,Ithaca,New York,14850,,,,,New York,,Not for Profit Corporation,42.14257,-77.056992,"(42.14257, -77.056992)"
4097,Bassett Healthcare Edmeston,HOSP-EC,Hospital Extension Clinic,12/14/1988,15 Turner Lane,,Edmeston,New York,13335,6079658900,,,38,Otsego,4,Capital District Regional Office,Mary Imogene Bassett Hospital,746,3824000H,Mary Imogene Bassett Hospital Inc,Atwell Road,,Cooperstown,New York,13326,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.702532,-75.206748,"(42.702532, -75.206748)"
3767,A.O. Primary Care Center,HOSP-EC,Hospital Extension Clinic,7/27/1987,31 Main St,,Otego,New York,13825,6079882854,,,38,Otsego,4,Capital District Regional Office,Aurelia Osborn Fox Memorial Hospital,739,3801000H,Aurelia Osborn Fox Memorial Hospital Society Inc,One Norton Avenue,,Oneonta,New York,13820,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.383835,-75.196701,"(42.383835, -75.196701)"
6515,DCI-Rubin Dialysis Centers,DTC-EC,Diagnostic and Treatment Center Extension Clinic,4/3/2003,21 Crossing Boulevard,,Clifton Park,New York,12065,6153420410,,,45,Saratoga,4,Capital District Regional Office,University Dialysis Center,4548,3301213R,"Dialysis Clinic, Inc","1633 Church Street, Suite 500",,Nashville,New York,37203,,,,,New York,,Not for Profit Corporation,42.855709,-73.771149,"(42.855709, -73.771149)"
5698,DCI-Rubin Dialysis Centers,DTC-EC,Diagnostic and Treatment Center Extension Clinic,1/2/1995,59C Myrtle Street,,Saratoga Springs,New York,12866,6153420410,,,45,Saratoga,4,Capital District Regional Office,University Dialysis Center,4548,3301213R,"Dialysis Clinic, Inc","1633 Church Street, Suite 500",,Nashville,New York,37203,,,,,New York,,Not for Profit Corporation,43.088245,-73.798615,"(43.088245, -73.798615)"
3614,DCI-Rubin Dialysis Centers,DTC-EC,Diagnostic and Treatment Center Extension Clinic,5/12/1986,1850 Peoples Ave,,Troy,New York,12180,6153420410,,,41,Rensselaer,4,Capital District Regional Office,University Dialysis Center,4548,3301213R,"Dialysis Clinic, Inc","1633 Church Street, Suite 500",,Nashville,New York,37203,,,,,New York,,Not for Profit Corporation,42.732361,-73.671814,"(42.732361, -73.671814)"
5644,Maimonides Rehabilitation Services,HOSP-EC,Hospital Extension Clinic,12/12/1994,883 65th Street,,Brooklyn,New York,11219,6172838961,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,Maimonides Medical Center,1305,7001020H,Maimonides Medical Center,4802 Tenth Ave,,Brooklyn,New York,11219,,,,,New York,,Not for Profit Corporation,40.631588,-74.010689,"(40.631588, -74.010689)"
10246,Allerton Dialysis,DTC-EC,Diagnostic and Treatment Center Extension Clinic,12/27/2018,2554 White Plains Road,,Bronx,New York,10467,6174601114,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Bronx Dialysis Center,6661,7000272R,"Knickerbocker Dialysis, Inc",1615-1617 Eastchester Road,,Bronx,New York,10461,,,,,New York,,Business Corporation,40.864861,-73.867027,"(40.864861, -73.867027)"
6184,"Suffolk Surgery Center, LLC",DTC,Diagnostic and Treatment Center,12/3/2003,1500 William Floyd Parkway,,Shirley,New York,11967,6312059090,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151207R,"Suffolk Surgery Center, LLC",1500 William Floyd Parkway,,Shirley,New York,11967,,,,,New York,,LLC,40.841022,-72.888176,"(40.841022, -72.888176)"
6361,Suffolk Primary Health,DTC,Diagnostic and Treatment Center,3/26/2002,170 Old Country Road,,Riverhead,New York,11901,6312084460,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5155205R,"Suffolk Primary Health, LLC",170 Old Country Road,,Riverhead,New York,11901,,,,,New York,,LLC,40.936703,-72.650948,"(40.936703, -72.650948)"
6460,Affinity Skilled Living and Rehabilitation Center,NH,Residential Health Care Facility - SNF,8/30/2002,305 Locust Avenue,,Oakdale,New York,11769,6312185900,6312185905,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154323N,"Oakwood Operating Co., LLC",305 Locust Avenue,,Oakdale,New York,11769,,,,,New York,,LLC,40.743107,-73.1119,"(40.743107, -73.1119)"
6968,Good Samaritan Hosp Pre-Surg Testing,HOSP-EC,Hospital Extension Clinic,8/31/2005,15 Park Avenue,,Bay Shore,New York,11706,6312248787,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Good Samaritan Hospital Medical Center,925,5154001H,Good Samaritan Hospital Medical Center,1000 Montauk Highway,,West Islip,New York,11795,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747,Not for Profit Corporation,40.721145,-73.249374,"(40.721145, -73.249374)"
9677,Long Island Community Hospital Center for Wound Care & Hyperbaric Medicine,HOSP-EC,Hospital Extension Clinic,5/12/2014,300 Kennedy Drive,,Hauppauge,New York,11788,6312276650,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Long Island Community Hospital,885,5123000H,Brookhaven Memorial Hospital Medical Center Inc,101 Hospital Road,,Patchogue,New York,11772,,,,,New York,,Not for Profit Corporation,40.810783,-73.2435,"(40.810783, -73.2435)"
4159,Long Island Ambulatory Surgery Center,DTC,Diagnostic and Treatment Center,9/5/1989,601 Suffolk Avenue,,Brentwood,New York,11717,6312314455,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154205R,"Long Island Ambulatory Surgery Center, LLC",601 Suffolk Avenue,,Brentwood,New York,11717,,,,,New York,,LLC,40.779846,-73.252518,"(40.779846, -73.252518)"
3852,Kindred at Home,CHHA,Certified Home Health Agency,9/10/1987,"888 Veterans Memorial Hwy, Suite 210",,Hauppauge,New York,11788,6312326030,6312326470,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5157600,QC-Medi New York Inc,865 Merrick Avenue,3rd Floor,Westbury,New York,11590-6694,,,,,New York,,Business Corporation,40.819543,-73.20156,"(40.819543, -73.20156)"
10348,Deer Park Dialysis,DTC-EC,Diagnostic and Treatment Center Extension Clinic,11/12/2019,860 Grand Boulevard,,Deer Park,New York,11729,6312437771,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Bronx Dialysis Center,6661,7000272R,"Knickerbocker Dialysis, Inc",1615-1617 Eastchester Road,,Bronx,New York,10461,,,,,New York,,Business Corporation,,,
3041,Good Samaritan Nursing and Rehabilitation Care Center,NH,Residential Health Care Facility - SNF,1/17/1980,101 Elm Street,,Sayville,New York,11782,6312442400,6312442405,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154310N,Good Samaritan Hospital Medical Center,1000 Montauk Highway,,West Islip,New York,11795,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747,Not for Profit Corporation,40.725567,-73.079498,"(40.725567, -73.079498)"
9703,Constellation Home Care,CHHA,Certified Home Health Agency,7/16/2014,"6851 Jericho Turnpike, Suite 150",,Syosset,New York,11791,6312464100,6313520032,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2952606,"Constellation Home Care, LLC",46 Stauderman Avenue,,Lynbrook,New York,11563,,,,,New York,,LLC,40.809208,-73.515465,"(40.809208, -73.515465)"
5628,"Visiting Nurse Service and Hospice of Suffolk, Inc.",CHHA,Certified Home Health Agency,7/1/1972,505 Main Street,,Northport,New York,11768,6312617200,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5125600,"Visiting Nurse Service and Hospice of Suffolk, Inc.",125 West Hills Road,,Huntington Station,New York,11746,,,,,New York,,Not for Profit Corporation,40.900703,-73.33577,"(40.900703, -73.33577)"
881,Massapequa Center Rehabilitation & Nursing,NH,Residential Health Care Facility - SNF,2/1/1979,101 Louden Ave.,,Amityville,New York,11701,6312640222,6313960024,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5120302N,Massapequa Center LLC,101 Louden Avenue,,Amityville,New York,11701,,,,,New York,,LLC,40.684139,-73.422721,"(40.684139, -73.422721)"
9642,HRHCare Kraus Family Health Center of the Hamptons,DTC-EC,Diagnostic and Treatment Center Extension Clinic,3/14/2014,330 Meeting House Lane,,Southampton,New York,11968,6312681008,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,"Hudson River Healthcare, Inc.",1040,5901200R,"Hudson River Healthcare, Inc",1037 Main Street,,Peekskill,New York,10566,,,,,New York,,Not for Profit Corporation,40.886414,-72.377892,"(40.886414, -72.377892)"
951,"St Johnland Nursing Center, Inc",NH,Residential Health Care Facility - SNF,2/1/1989,395 Sunken Meadow Road,,Kings Park,New York,11754,6312695800,6312695876,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5157311N,"St Johnland Nursing Center, Inc",395 Sunken Meadow Road,,Kings Park,New York,11754,,,,,New York,,Not for Profit Corporation,40.90197,-73.240585,"(40.90197, -73.240585)"
920,Carillon Nursing and Rehabilitation Center,NH,Residential Health Care Facility - SNF,1/1/1901,830 Park Avenue,,Huntington,New York,11743,6312715800,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5153306N,Carillon Nursing and Rehabilitation Center LLC,830 Park Avenue,,Huntington,New York,11743,,,,,New York,,LLC,40.855377,-73.38932,"(40.855377, -73.38932)"
6334,Maria Regina Residence Inc,NH,Residential Health Care Facility - SNF,12/21/2001,1725 Brentwood Rd - Bldg 1,,Brentwood,New York,11717,6312734500,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154321N,Maria Regina Residence Inc,1725 Brentwood  Rd,,Brentwood,New York,11717,,,,,New York,,Not for Profit Corporation,40.772499,-73.246109,"(40.772499, -73.246109)"
932,Ross Center for Nursing and Rehabilitation,NH,Residential Health Care Facility - SNF,2/1/1980,839 Suffolk Avenue,,Brentwood,New York,11717,6312734700,6312739734,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154326N,"Ross Acquisition, LLC",839 Suffolk Avenue,,Brentwood,New York,11717,,,,,New York,,LLC,40.782433,-73.24115,"(40.782433, -73.24115)"
4862,LISH at Riverhead,DTC-EC,Diagnostic and Treatment Center Extension Clinic,3/9/1994,883 E Main Street,,Riverhead,New York,11901,6312845500,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Long Island Select Healthcare,914,5154212R,"Long Island Select Healthcare, Inc.",159 Carleton Avenue,,Central Islip,New York,11722,,,,,New York,,Not for Profit Corporation,40.924393,-72.650963,"(40.924393, -72.650963)"
3423,Bellhaven Center for Rehabilitation and Nursing Care,NH,Residential Health Care Facility - SNF,11/15/1991,110 Beaver Dam Road,,New York,New York,10014,6312868100,6312868272,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151321N,"Bellhaven Management, LLC",1035 East 27th Street,,Brooklyn,New York,11210,,,,,New York,,LLC,40.772404,-72.933739,"(40.772404, -72.933739)"
5638,Westhampton Care Center,NH,Residential Health Care Facility - SNF,3/23/1995,78 Old Country Road,,New York,New York,10025,6312880101,6312880238,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5158302N,Hampton NH Operating LLC,460 Bayview Ave.,,Inwood,New York,11096,,,,,New York,,LLC,40.825905,-72.67804,"(40.825905, -72.67804)"
4517,East End Hospice Inc,HSPC,Hospice,9/4/1991,481 Westhampton-Riverhead Road,,New York,New York,10017,6312888400,6312888492,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5158500F,East End Hospice Inc,481 Westhampton-Riverhead Road,,Westhampton Beach,New York,11978,,,,,New York,,Not for Profit Corporation,40.864618,-72.645972,"(40.864618, -72.645972)"
888,Suffolk Center for Rehabilitation and Nursing,NH,Residential Health Care Facility - SNF,2/1/1979,25 Schoenfeld Blvd,,New York,New York,10013,6312897700,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5123305N,Suffolk Center Receiver LLC,25 Schoenfeld Blvd,,Patchogue,New York,11772,,,,,New York,,LLC,40.768742,-72.995651,"(40.768742, -72.995651)"
4068,Melville Surgery Center,DTC,Diagnostic and Treatment Center,12/27/2006,1895 Walt Whitman Road,,New York,New York,10002,6312939700,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5153209R,"Melville SC, LLC",1895 Walt Whitman Road,,Melville,New York,11747,,,,,New York,,LLC,40.767159,-73.424843,"(40.767159, -73.424843)"
6969,GSHC for Pediatric Specialty Care,HOSP-EC,Hospital Extension Clinic,6/14/2007,655 Deer Park Avenue,,New York,New York,10019,6313212100,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Good Samaritan Hospital Medical Center,925,5154001H,Good Samaritan Hospital Medical Center,1000 Montauk Highway,,West Islip,New York,11795,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747,Not for Profit Corporation,40.712856,-73.32132,"(40.712856, -73.32132)"
4790,FMS-Central Suffolk Artificial Kidney Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,9/22/1992,"5225 Nesconset Highway, Bldg #9",,New York,New York,10001,6313315600,6313316096,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,FMS-Southern Manhattan Dialysis Center,3414,7002176R,New York Dialysis Services Inc,650 Mcclellan,,Schenectady,New York,12304,,,,,New York,,Business Corporation,40.927387,-73.043007,"(40.927387, -73.043007)"
913,Huntington Hospital,HOSP,Hospital,1/1/1901,270 Park Avenue,,New York,New York,10011,6313512200,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5153000H,Huntington Hospital Association,270 Park Avenue,,Huntington,New York,11743,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.879513,-73.417442,"(40.879513, -73.417442)"
